2017年4月15日,CUDA C プロフェッショナル プログラミング impress top gearシリーズ,"5,000",https://www.amazon.co.jp/gp/digital/your-account/order-summary.html/ref=oh_aui_dpi_o08_?ie=UTF8&orderID=D01-2230880-6927417&print=1
2017年4月15日,GAIA NP(ガイア・エヌピー) グレープシード(Grape seed) 120粒,"2,464",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o09_?ie=UTF8&orderID=250-6102179-7210238
2017年4月15日,監査論入門(第3版),"3,024",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o00_?ie=UTF8&orderID=250-9559157-3373461
2017年4月15日,デザイン入門教室[特別講義] (Design&IDEA),"1,998",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o01_?ie=UTF8&orderID=250-8897614-5976669
2017年4月15日,情報処理教科書 システムアーキテクト 2017年版,"2,459",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o02_?ie=UTF8&orderID=250-0568557-8311824
2017年4月2日,マブチモーター 小型直流モーター RE-280RA 1BOX 10個入,"2,580",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o04_?ie=UTF8&orderID=250-7634069-0296640
2017年4月1日,IoTエンジニア養成読本 (Software Design plus),"1,922",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o05_?ie=UTF8&orderID=250-9892718-4944608
2017年4月1日,仕掛学―人を動かすアイデアのつくり方,"1,500",https://www.amazon.co.jp/gp/digital/your-account/order-summary.html/ref=oh_aui_dpi_o07_?ie=UTF8&orderID=D01-0272967-0773810&print=1
2017年4月1日,ソフトウェアデザイン 2017年 04 月号 [雑誌],"1,318",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o08_?ie=UTF8&orderID=250-2451380-9690264
2017年3月30日,日経ソフトウエア2017年5月号,"1,220",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o09_?ie=UTF8&orderID=250-6526721-4099015
2017年3月30日,HIGH OUTPUT MANAGEMENT(ハイアウトプット マネジメント) 人を育て、成果を最大にするマネジメント,"1,944",https://www.amazon.co.jp/gp/css/summary/print.html/ref=oh_aui_pi_o00_?ie=UTF8&orderID=250-5342473-8955828
